"591"|"3362.774220000"|"10.0.0.12"|"10.0.0.1"|"56"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"593"|"3362.857197000"|"10.0.0.1"|"10.0.0.12"|"56"|||"/customers/search"|"200"|"application/json"|"2699"|
"601"|"3442.460118000"|"10.0.0.12"|"10.0.0.1"|"57"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"603"|"3442.523359000"|"10.0.0.1"|"10.0.0.12"|"57"|||"/branch/dashboard"|"200"|"application/json"|"3274"|
"625"|"3725.834174000"|"10.0.0.12"|"10.0.0.1"|"59"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"627"|"3725.930741000"|"10.0.0.1"|"10.0.0.12"|"59"|||"/audit/status"|"200"|"application/json"|"2513"|
"635"|"3749.217892000"|"10.0.0.12"|"10.0.0.1"|"60"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"637"|"3749.277544000"|"10.0.0.1"|"10.0.0.12"|"60"|||"/reports/daily"|"200"|"application/json"|"3682"|
"674"|"4185.213337000"|"10.0.0.12"|"10.0.0.1"|"63"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"676"|"4185.280793000"|"10.0.0.1"|"10.0.0.12"|"63"|||"/reports/daily"|"200"|"application/json"|"3658"|
"746"|"4578.124339000"|"10.0.0.12"|"10.0.0.1"|"70"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"748"|"4578.175348000"|"10.0.0.1"|"10.0.0.12"|"70"|||"/reports/daily"|"200"|"application/json"|"3432"|
"768"|"4859.721661000"|"10.0.0.12"|"10.0.0.1"|"72"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"770"|"4859.796657000"|"10.0.0.1"|"10.0.0.12"|"72"|||"/reports/daily"|"200"|"application/json"|"1575"|
"790"|"5098.970525000"|"10.0.0.12"|"10.0.0.1"|"74"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"792"|"5099.028742000"|"10.0.0.1"|"10.0.0.12"|"74"|||"/accounts/summary"|"200"|"application/json"|"1381"|
"800"|"5121.417445000"|"10.0.0.12"|"10.0.0.1"|"75"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"802"|"5121.451307000"|"10.0.0.1"|"10.0.0.12"|"75"|||"/audit/status"|"200"|"application/json"|"3907"|
"832"|"5322.934793000"|"10.0.0.12"|"10.0.0.1"|"78"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"834"|"5322.996435000"|"10.0.0.1"|"10.0.0.12"|"78"|||"/transactions/recent"|"200"|"application/json"|"3200"|
"864"|"5500.572347000"|"10.0.0.12"|"10.0.0.1"|"81"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"866"|"5500.644575000"|"10.0.0.1"|"10.0.0.12"|"81"|||"/accounts/summary"|"200"|"application/json"|"1651"|
"874"|"5549.142765000"|"10.0.0.12"|"10.0.0.1"|"82"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"876"|"5549.227364000"|"10.0.0.1"|"10.0.0.12"|"82"|||"/customers/search"|"200"|"application/json"|"2234"|
"886"|"5719.242257000"|"10.0.0.12"|"10.0.0.1"|"83"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"888"|"5719.320196000"|"10.0.0.1"|"10.0.0.12"|"83"|||"/branch/dashboard"|"200"|"application/json"|"2476"|
"995"|"6227.815855000"|"10.0.0.12"|"10.0.0.1"|"93"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"997"|"6227.861475000"|"10.0.0.1"|"10.0.0.12"|"93"|||"/accounts/summary"|"200"|"application/json"|"2718"|
"1005"|"6312.798971000"|"10.0.0.12"|"10.0.0.1"|"94"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"1007"|"6312.850812000"|"10.0.0.1"|"10.0.0.12"|"94"|||"/customers/search"|"200"|"application/json"|"3741"|
"1025"|"6437.221148000"|"10.0.0.12"|"10.0.0.1"|"96"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"1027"|"6437.293959000"|"10.0.0.1"|"10.0.0.12"|"96"|||"/audit/status"|"200"|"application/json"|"2506"|
"1067"|"6621.692377000"|"10.0.0.12"|"10.0.0.1"|"100"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1069"|"6621.778459000"|"10.0.0.1"|"10.0.0.12"|"100"|||"/branch/dashboard"|"200"|"application/json"|"3454"|
"1077"|"6666.794064000"|"10.0.0.12"|"10.0.0.1"|"101"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"1079"|"6666.844652000"|"10.0.0.1"|"10.0.0.12"|"101"|||"/audit/status"|"200"|"application/json"|"3025"|
"1087"|"6751.085601000"|"10.0.0.12"|"10.0.0.1"|"102"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1089"|"6751.156149000"|"10.0.0.1"|"10.0.0.12"|"102"|||"/accounts/summary"|"200"|"application/json"|"3973"|
"1101"|"7059.073110000"|"10.0.0.12"|"10.0.0.1"|"103"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1103"|"7059.124785000"|"10.0.0.1"|"10.0.0.12"|"103"|||"/accounts/summary"|"200"|"application/json"|"3914"|
"1166"|"7504.351826000"|"10.0.0.12"|"10.0.0.1"|"109"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1168"|"7504.395980000"|"10.0.0.1"|"10.0.0.12"|"109"|||"/branch/dashboard"|"200"|"application/json"|"1824"|
"1176"|"7580.566922000"|"10.0.0.12"|"10.0.0.1"|"110"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"1178"|"7580.664781000"|"10.0.0.1"|"10.0.0.12"|"110"|||"/reports/daily"|"200"|"application/json"|"1967"|
"1206"|"7692.188945000"|"10.0.0.12"|"10.0.0.1"|"113"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1208"|"7692.275381000"|"10.0.0.1"|"10.0.0.12"|"113"|||"/branch/dashboard"|"200"|"application/json"|"2752"|
"1216"|"7751.884639000"|"10.0.0.12"|"10.0.0.1"|"114"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1218"|"7751.958087000"|"10.0.0.1"|"10.0.0.12"|"114"|||"/accounts/summary"|"200"|"application/json"|"901"|
"1238"|"7864.869036000"|"10.0.0.12"|"10.0.0.1"|"116"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1240"|"7864.925614000"|"10.0.0.1"|"10.0.0.12"|"116"|||"/accounts/summary"|"200"|"application/json"|"1316"|
"1248"|"8006.587467000"|"10.0.0.12"|"10.0.0.1"|"117"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"1250"|"8006.635110000"|"10.0.0.1"|"10.0.0.12"|"117"|||"/reports/daily"|"200"|"application/json"|"2701"|
"1258"|"8023.106543000"|"10.0.0.12"|"10.0.0.1"|"118"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"1260"|"8023.176905000"|"10.0.0.1"|"10.0.0.12"|"118"|||"/audit/status"|"200"|"application/json"|"1227"|
"1268"|"8136.105590000"|"10.0.0.12"|"10.0.0.1"|"119"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1270"|"8136.188698000"|"10.0.0.1"|"10.0.0.12"|"119"|||"/branch/dashboard"|"200"|"application/json"|"813"|
"1278"|"8186.010691000"|"10.0.0.12"|"10.0.0.1"|"120"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"1280"|"8186.060869000"|"10.0.0.1"|"10.0.0.12"|"120"|||"/customers/search"|"200"|"application/json"|"2642"|
"1290"|"8333.736746000"|"10.0.0.12"|"10.0.0.1"|"121"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"1292"|"8333.800066000"|"10.0.0.1"|"10.0.0.12"|"121"|||"/transactions/recent"|"200"|"application/json"|"3333"|
"1302"|"8435.850542000"|"10.0.0.12"|"10.0.0.1"|"122"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1304"|"8435.914693000"|"10.0.0.1"|"10.0.0.12"|"122"|||"/accounts/summary"|"200"|"application/json"|"1000"|
"1312"|"8454.718923000"|"10.0.0.12"|"10.0.0.1"|"123"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"1314"|"8454.773700000"|"10.0.0.1"|"10.0.0.12"|"123"|||"/customers/search"|"200"|"application/json"|"1023"|
"1352"|"8551.177503000"|"10.0.0.12"|"10.0.0.1"|"127"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"1354"|"8551.238544000"|"10.0.0.1"|"10.0.0.12"|"127"|||"/customers/search"|"200"|"application/json"|"3861"|
"1362"|"8564.369517000"|"10.0.0.12"|"10.0.0.1"|"128"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1364"|"8564.439191000"|"10.0.0.1"|"10.0.0.12"|"128"|||"/accounts/summary"|"200"|"application/json"|"2334"|
"1392"|"8680.961868000"|"10.0.0.12"|"10.0.0.1"|"131"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1394"|"8681.048210000"|"10.0.0.1"|"10.0.0.12"|"131"|||"/accounts/summary"|"200"|"application/json"|"1369"|
"1472"|"9390.627002000"|"10.0.0.12"|"10.0.0.1"|"138"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"1474"|"9390.682271000"|"10.0.0.1"|"10.0.0.12"|"138"|||"/reports/daily"|"200"|"application/json"|"1506"|
"1494"|"9471.214423000"|"10.0.0.12"|"10.0.0.1"|"140"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"1496"|"9471.245658000"|"10.0.0.1"|"10.0.0.12"|"140"|||"/reports/daily"|"200"|"application/json"|"3449"|
"1568"|"9647.908276000"|"10.0.0.12"|"10.0.0.1"|"147"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"1570"|"9647.953791000"|"10.0.0.1"|"10.0.0.12"|"147"|||"/reports/daily"|"200"|"application/json"|"2424"|
"1580"|"9693.358583000"|"10.0.0.12"|"10.0.0.1"|"148"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"1582"|"9693.396606000"|"10.0.0.1"|"10.0.0.12"|"148"|||"/transactions/recent"|"200"|"application/json"|"3230"|
"1595"|"9782.002862000"|"10.0.0.12"|"10.0.0.1"|"150"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"1596"|"9782.018813000"|"10.0.0.12"|"10.0.0.1"|"149"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1599"|"9782.061860000"|"10.0.0.1"|"10.0.0.12"|"150"|||"/audit/status"|"200"|"application/json"|"2524"|
"1600"|"9782.082169000"|"10.0.0.1"|"10.0.0.12"|"149"|||"/branch/dashboard"|"200"|"application/json"|"1273"|
"1614"|"9793.079134000"|"10.0.0.12"|"10.0.0.1"|"151"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1616"|"9793.152834000"|"10.0.0.1"|"10.0.0.12"|"151"|||"/branch/dashboard"|"200"|"application/json"|"3841"|
"1634"|"9868.941998000"|"10.0.0.12"|"10.0.0.1"|"153"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1636"|"9868.969327000"|"10.0.0.1"|"10.0.0.12"|"153"|||"/accounts/summary"|"200"|"application/json"|"2685"|
"1644"|"9877.834916000"|"10.0.0.12"|"10.0.0.1"|"154"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"1646"|"9877.892550000"|"10.0.0.1"|"10.0.0.12"|"154"|||"/audit/status"|"200"|"application/json"|"1464"|
"1676"|"9978.859248000"|"10.0.0.12"|"10.0.0.1"|"157"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"1678"|"9978.898242000"|"10.0.0.1"|"10.0.0.12"|"157"|||"/transactions/recent"|"200"|"application/json"|"2839"|
"1720"|"10073.543622000"|"10.0.0.12"|"10.0.0.1"|"161"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1722"|"10073.632944000"|"10.0.0.1"|"10.0.0.12"|"161"|||"/branch/dashboard"|"200"|"application/json"|"802"|
"1730"|"10096.371806000"|"10.0.0.12"|"10.0.0.1"|"162"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"1732"|"10096.453106000"|"10.0.0.1"|"10.0.0.12"|"162"|||"/audit/status"|"200"|"application/json"|"3115"|
"1758"|"10236.419531000"|"10.0.0.12"|"10.0.0.1"|"164"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"1760"|"10236.499188000"|"10.0.0.1"|"10.0.0.12"|"164"|||"/transactions/recent"|"200"|"application/json"|"1077"|
"1778"|"10303.149520000"|"10.0.0.12"|"10.0.0.1"|"166"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"1780"|"10303.220652000"|"10.0.0.1"|"10.0.0.12"|"166"|||"/branch/dashboard"|"200"|"application/json"|"1499"|
"1800"|"10516.202633000"|"10.0.0.12"|"10.0.0.1"|"168"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"1802"|"10516.259344000"|"10.0.0.1"|"10.0.0.12"|"168"|||"/customers/search"|"200"|"application/json"|"3625"|
"1810"|"10614.609382000"|"10.0.0.12"|"10.0.0.1"|"169"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1812"|"10614.683061000"|"10.0.0.1"|"10.0.0.12"|"169"|||"/accounts/summary"|"200"|"application/json"|"3154"|
"1840"|"10704.950313000"|"10.0.0.12"|"10.0.0.1"|"172"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"1842"|"10705.007267000"|"10.0.0.1"|"10.0.0.12"|"172"|||"/reports/daily"|"200"|"application/json"|"947"|
"1936"|"11113.136498000"|"10.0.0.12"|"10.0.0.1"|"181"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"1938"|"11113.183715000"|"10.0.0.1"|"10.0.0.12"|"181"|||"/accounts/summary"|"200"|"application/json"|"3748"|
"2018"|"11561.883282000"|"10.0.0.12"|"10.0.0.1"|"189"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"2020"|"11561.935138000"|"10.0.0.1"|"10.0.0.12"|"189"|||"/reports/daily"|"200"|"application/json"|"2210"|
"2030"|"11646.597628000"|"10.0.0.12"|"10.0.0.1"|"190"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"2032"|"11646.659653000"|"10.0.0.1"|"10.0.0.12"|"190"|||"/reports/daily"|"200"|"application/json"|"1182"|
"2040"|"11648.531666000"|"10.0.0.12"|"10.0.0.1"|"191"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"2042"|"11648.607258000"|"10.0.0.1"|"10.0.0.12"|"191"|||"/reports/daily"|"200"|"application/json"|"2039"|
"2052"|"11738.225237000"|"10.0.0.12"|"10.0.0.1"|"192"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"2054"|"11738.270162000"|"10.0.0.1"|"10.0.0.12"|"192"|||"/transactions/recent"|"200"|"application/json"|"2844"|
"2078"|"11925.334396000"|"10.0.0.12"|"10.0.0.1"|"194"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"2080"|"11925.400125000"|"10.0.0.1"|"10.0.0.12"|"194"|||"/accounts/summary"|"200"|"application/json"|"3219"|
"2105"|"12055.203485000"|"10.0.0.12"|"10.0.0.1"|"196"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"2107"|"12055.253140000"|"10.0.0.1"|"10.0.0.12"|"196"|||"/audit/status"|"200"|"application/json"|"1416"|
"2117"|"12095.817903000"|"10.0.0.12"|"10.0.0.1"|"197"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"2119"|"12095.880206000"|"10.0.0.1"|"10.0.0.12"|"197"|||"/reports/daily"|"200"|"application/json"|"3166"|
"2127"|"12129.307649000"|"10.0.0.12"|"10.0.0.1"|"198"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"2129"|"12129.377564000"|"10.0.0.1"|"10.0.0.12"|"198"|||"/transactions/recent"|"200"|"application/json"|"2084"|
"2149"|"12332.289972000"|"10.0.0.12"|"10.0.0.1"|"200"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"2151"|"12332.334288000"|"10.0.0.1"|"10.0.0.12"|"200"|||"/accounts/summary"|"200"|"application/json"|"3176"|
"2288"|"13385.349269000"|"10.0.0.12"|"10.0.0.1"|"213"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"2290"|"13385.367880000"|"10.0.0.12"|"10.0.0.1"|"214"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"2291"|"13385.381479000"|"10.0.0.1"|"10.0.0.12"|"213"|||"/audit/status"|"200"|"application/json"|"1390"|
"2293"|"13385.409942000"|"10.0.0.1"|"10.0.0.12"|"214"|||"/accounts/summary"|"200"|"application/json"|"2482"|
"2331"|"13503.327540000"|"10.0.0.12"|"10.0.0.1"|"217"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"2333"|"13503.358554000"|"10.0.0.1"|"10.0.0.12"|"217"|||"/customers/search"|"200"|"application/json"|"1405"|
"2351"|"13618.474488000"|"10.0.0.12"|"10.0.0.1"|"219"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"2353"|"13618.538376000"|"10.0.0.1"|"10.0.0.12"|"219"|||"/reports/daily"|"200"|"application/json"|"1731"|
"2395"|"13863.324110000"|"10.0.0.12"|"10.0.0.1"|"223"|"GET"|"intranet.firstbangla.local"|"/transactions/recent"||||"InternalPortal/2.3"
"2397"|"13863.415138000"|"10.0.0.1"|"10.0.0.12"|"223"|||"/transactions/recent"|"200"|"application/json"|"3593"|
"2427"|"14137.243417000"|"10.0.0.12"|"10.0.0.1"|"226"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"2429"|"14137.314147000"|"10.0.0.1"|"10.0.0.12"|"226"|||"/audit/status"|"200"|"application/json"|"3816"|
"2437"|"14207.114045000"|"10.0.0.12"|"10.0.0.1"|"227"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"2439"|"14207.196109000"|"10.0.0.1"|"10.0.0.12"|"227"|||"/customers/search"|"200"|"application/json"|"3251"|
"2463"|"14409.359976000"|"10.0.0.12"|"10.0.0.1"|"229"|"GET"|"intranet.firstbangla.local"|"/customers/search"||||"InternalPortal/2.3"
"2465"|"14409.448647000"|"10.0.0.1"|"10.0.0.12"|"229"|||"/customers/search"|"200"|"application/json"|"3565"|
"2473"|"14411.103651000"|"10.0.0.12"|"10.0.0.1"|"230"|"GET"|"intranet.firstbangla.local"|"/accounts/summary"||||"InternalPortal/2.3"
"2475"|"14411.185074000"|"10.0.0.1"|"10.0.0.12"|"230"|||"/accounts/summary"|"200"|"application/json"|"3475"|
"2507"|"14509.038252000"|"10.0.0.12"|"10.0.0.1"|"233"|"GET"|"intranet.firstbangla.local"|"/branch/dashboard"||||"InternalPortal/2.3"
"2509"|"14509.120249000"|"10.0.0.1"|"10.0.0.12"|"233"|||"/branch/dashboard"|"200"|"application/json"|"2559"|
"2529"|"14541.918768000"|"10.0.0.12"|"10.0.0.1"|"235"|"GET"|"intranet.firstbangla.local"|"/audit/status"||||"InternalPortal/2.3"
"2531"|"14541.971054000"|"10.0.0.1"|"10.0.0.12"|"235"|||"/audit/status"|"200"|"application/json"|"3127"|
"2549"|"14835.534242000"|"10.0.0.12"|"10.0.0.1"|"237"|"GET"|"intranet.firstbangla.local"|"/reports/daily"||||"InternalPortal/2.3"
"2551"|"14835.598221000"|"10.0.0.1"|"10.0.0.12"|"237"|||"/reports/daily"|"200"|"application/json"|"1175"|
